id_aluno,data_matricula,data_cancelamento,plano,valor_mensalidade,unidade,modalidade_principal,idade,frequencia_semanal,usa_app,checkins_app_mes
1230,2025-10-09,,Mensal,129.9,Centro,Funcional,38.0,5.33,False,0.0
209,2025-11-29,,MENSAL,129.9,Centro,Crossfit,65.0,1.22,False,0.0
395,2025-08-05,,Mensal,129.9,Zona Leste,Musculacao,33.0,3.52,True,22.0
427,2024-07-09,2024-08-30,Mensal,129.9,Zona Leste,Spinning,34.0,2.06,True,7.0
532,2025-06-27,,Trimestral,109.9,Zona Oeste,Spinning,37.0,4.07,True,16.0
59,2024-05-15,2024-09-14,Mensal,129.9,Zona Oeste,Musculacao,50.0,3.51,False,0.0
900,2025-04-17,,Mensal,129.9,Zona Oeste,Crossfit,30.0,3.64,True,15.0
1492,2025-02-05,, Trimestral,109.9,Centro,Musculacao,21.0,4.01,True,16.0
495,2025-08-10,,Trimestral,104.4, Zona Oeste ,Funcional,,3.28,True,10.0
766,2024-08-10,,mensal ,129.9, Zona Leste ,Musculacao,20.0,4.83,True,
1226,2025-06-27,2025-09-25,Anual,89.9,Zona Oeste,Musculacao,44.0,4.41,True,18.0
757,14/12/2024,,mensal ,129.9,Centro,Musculacao,47.0,3.85,True,13.0
1246,2024-09-19,2024-12-06,Mensal,129.9,Centro,Spinning,24.0,2.09,True,9.0
753,2025-09-19,, Mensal ,116.91, Zona Leste ,,35.0,4.12,False,0.0
870,2024-07-03,2024-09-18,Mensal,129.9,Zona Oeste,Musculacao,30.0,,True,8.0
482,2024-07-03,,Mensal,129.9, Zona Leste ,Crossfit,20.0,3.17,True,9.0
530,2024-09-25,,Mensal,129.9,Zona Oeste,Musculacao,18.0,3.15,True,18.0
1189,2024-06-27,,Mensal,123.4,Zona Leste,Musculacao,40.0,1.13,True,4.0
860,2025-07-27,,Mensal,123.4,Zona Leste,Musculacao,28.0,,True,19.0
1141,2025-08-22,,Mensal,129.9,Zona Oeste,Yoga,48.0,1.68,False,0.0
234,2025-02-10,2025-05-05,Trimestral,109.9,Zona Leste,Musculacao,22.0,1.35,False,0.0
652,2025-07-21,2025-09-02,Anual,89.9,Zona Leste,Musculacao,35.0,3.04,False,0.0
197,2025-05-02,,Trimestral,109.9,Zona Leste,Spinning,36.0,3.96,True,10.0
585,2025-04-08,2025-08-05,anual,89.9,Zona Oeste,Crossfit,31.0,2.79,True,9.0
1493,2024-03-22,,Trimestral,109.9,Zona Leste,Spinning,40.0,4.17,True,17.0
82,2024-01-16,2024-02-04,Mensal,129.9,Zona Leste,Funcional,43.0,2.5,False,0.0
1446,2025-03-18,,Trimestral,104.4,Zona Leste,Funcional,27.0,,True,8.0
951,01/10/2025,,Mensal,129.9,Zona Oeste,Spinning,,3.48,True,17.0
1191,2024-10-19,,Mensal,129.9,Centro,Spinning,36.0,7.0,True,28.0
112,2025-01-31,,Mensal,129.9,Zona Oeste,Musculacao,34.0,3.06,True,7.0
1315,2025-02-19,2025-08-20,Mensal,129.9,Zona Leste,Musculacao,38.0,1.8,True,2.0
865,2024-05-22,,Mensal,116.91,Zona Oeste,Spinning,20.0,3.05,True,6.0
1305,2025-05-06,, Trimestral,109.9, Zona Leste ,Spinning,34.0,2.49,True,59.0
417,07/10/2024,2024-12-31,MENSAL,116.91,Zona Oeste,Musculacao,22.0,2.41,True,
1304,2025-06-09,2025-10-07,Mensal,129.9,Zona Oeste,Musculacao,34.0,2.45,True,7.0
1477,24/03/2024,2024-05-03,MENSAL,129.9,Zona Oeste,Musculacao,52.0,1.59,False,0.0
1290,2025-03-21,,Trimestral,109.9, Zona Leste ,Musculacao,68.0,2.34,False,0.0
311,2025-05-27,2025-10-04,Mensal,123.4,Zona Leste,Musculacao,35.0,1.59,True,
783,2025-02-02,, Mensal ,116.91, Zona Leste ,Funcional,23.0,6.14,True,32.0
423,2025-10-19,2025-11-24,Mensal,123.4,Zona Oeste,Spinning,59.0,2.01,False,0.0
567,2024-11-11,,Trimestral,109.9,Zona Oeste,,39.0,3.43,True,17.0
465,2024-04-22,,Trimestral,109.9,Zona Oeste,Funcional,29.0,2.25,True,11.0
1282,2025-08-17,,Mensal,129.9,Zona Leste,Crossfit,31.0,2.29,False,0.0
406,2025-03-14,,Anual,85.4,Zona Leste,Funcional,20.0,1.87,True,2.0
1088,2025-06-12,2025-06-29,Trimestral,109.9,Zona Leste,Musculacao,34.0,3.03,True,12.0
677,28/03/2024,2024-07-20,Anual,89.9,Zona Leste,Musculacao,32.0,2.86,False,0.0
1056,31/10/2025,,Trimestral,109.9, Zona Oeste ,Musculacao,45.0,4.35,True,
440,2024-03-08,,Trimestral,109.9,Zona Leste,Yoga,26.0,5.15,True,21.0
755,26/02/2025,,Trimestral,109.9, Centro ,Musculacao,,3.53,True,13.0
888,2024-01-03,,Mensal,129.9,Zona Leste,Yoga,43.0,3.43,True,14.0
535,20/10/2024,,Mensal,123.4,Zona Leste,Musculacao,29.0,7.0,True,26.0
781,2024-08-17,,Mensal,123.4,Zona Leste,Yoga,33.0,2.71,True,8.0
1252,2025-10-18,,Mensal,116.91,Zona Oeste,Spinning,32.0,5.63,True,19.0
1314,04/09/2025,2025-11-04,Mensal,129.9,Zona Leste,Musculacao,34.0,1.05,False,0.0
1193,2024-06-21,,Anual,85.4,Centro,Musculacao,31.0,,True,18.0
1037,2024-10-18,,Mensal,357.57,Centro,,,6.43,True,
799,06/05/2025,,Trimestral,104.4, Zona Leste ,Musculacao,40.0,2.22,False,0.0
1114,2025-02-02,,Anual,85.4,Zona Oeste,Musculacao,,2.07,True,7.0
255,2024-08-18,,MENSAL,129.9,Zona Leste,,24.0,4.78,True,14.0
323,2024-11-16,,Mensal,123.4,Zona Oeste,Funcional,36.0,6.94,True,25.0
1125,2024-10-09,2025-03-13,Mensal,401.64,Zona Oeste,Crossfit,40.0,3.45,False,0.0
1166,2025-06-04,,Anual,89.9,Centro,Funcional,,4.06,False,0.0
1099,04/05/2024,2024-06-27,Anual,80.91,Centro,Musculacao,27.0,1.82,False,0.0
705,25/08/2024,,Mensal,129.9,Zona Leste,Yoga,47.0,6.93,True,21.0
571,2024-08-04,,Mensal,123.4,Centro,Musculacao,19.0,4.29,True,22.0
889,2024-01-15,2024-02-27,Mensal,129.9, Zona Oeste ,Yoga,46.0,2.28,True,6.0
366,2024-07-31,,Mensal,129.9,Centro,Musculacao,27.0,3.97,True,
964,23/10/2024,,Mensal,116.91,Zona Oeste,Musculacao,17.0,7.0,True,29.0
87,11/01/2024,,Trimestral,109.9,Zona Leste,Musculacao,36.0,1.84,False,0.0
1463,28/10/2024,,Mensal,123.4,Zona Leste,Funcional,35.0,5.14,True,19.0
266,2025-08-23,,Mensal,129.9,Zona Leste,,43.0,3.45,True,18.0
288,2025-07-21,,Mensal,129.9, Zona Oeste ,Funcional,48.0,1.64,True,12.0
765,2025-09-21,,Anual,89.9,Zona Oeste,Yoga,30.0,2.7,True,10.0
359,2025-11-20,,Mensal,129.9,Zona Leste,Spinning,35.0,4.15,True,17.0
454,2025-02-18,,Mensal,129.9,Centro,Funcional,32.0,4.42,True,18.0
1434,2025-08-04,,Mensal,129.9,Centro,Musculacao,37.0,2.7,True,8.0
562,2025-04-22,,Mensal,129.9,Zona Leste,Musculacao,48.0,2.56,False,0.0
1435,2024-12-06,2025-06-13,Mensal,123.4, Zona Oeste ,Musculacao,30.0,2.5,False,0.0
773,2025-10-20,,Trimestral,109.9,Zona Oeste,Musculacao,29.0,2.31,False,0.0
222,2024-12-19,,Mensal,129.9,Zona Leste,Spinning,25.0,3.01,False,0.0
114,2025-03-30,2025-06-21,Trimestral,104.4,Zona Leste,Spinning,37.0,3.27,True,18.0
603,2024-06-04,,Anual,89.9,Centro,Yoga,17.0,4.66,True,16.0
614,2024-10-20,,Anual,89.9,Zona Oeste,Funcional,50.0,3.74,True,13.0
175,2024-06-23,2024-09-17,Mensal,129.9,Centro,Musculacao,33.0,2.24,False,0.0
1113,2025-08-09,,Trimestral,109.9,Zona Oeste,Musculacao,30.0,5.53,True,22.0
1354,2024-01-23,,Mensal,129.9,Zona Leste,Spinning,24.0,3.03,True,10.0
1081,2024-11-11,,Mensal,129.9,Zona Leste,Musculacao,51.0,,True,18.0
1211,2025-04-26,2025-08-07,trimestral,109.9,Centro,Spinning,28.0,,False,0.0
19,2024-02-06,2024-04-13,Trimestral,109.9,Zona Leste,Spinning,40.0,3.33,True,8.0
1034,2024-08-10,,Anual,89.9,Zona Leste,Crossfit,21.0,5.56,True,87.0
286,23/07/2025,2025-08-28,Mensal,129.9,Centro,Yoga,57.0,1.95,True,
916,2024-11-15,,ANUAL,89.9,Zona Leste,Musculacao,42.0,3.37,True,17.0
1011,2024-11-15,,Trimestral,98.91, Zona Oeste ,Yoga,40.0,3.08,True,13.0
1232,29/04/2024,,Trimestral,109.9,Zona Leste,Funcional,30.0,1.99,True,7.0
32,21/01/2024,,Anual,89.9, Zona Leste ,Musculacao,32.0,5.05,True,
1220,2024-05-15,,Mensal,129.9,Zona Oeste,Yoga,36.0,3.08,False,0.0
211,2025-03-24,2025-07-18,Trimestral,98.91, Centro ,Funcional,35.0,2.08,False,0.0
830,20/03/2025,,Mensal,123.4,Zona Oeste,Musculacao,35.0,2.66,True,7.0
1419,2024-01-04,,Anual,85.4,Zona Leste,Crossfit,19.0,1.93,True,53.0
1119,2024-09-27,2024-12-21,Mensal,129.9,Centro,Spinning,31.0,3.53,True,5.0
1344,2025-03-21,,Trimestral,98.91,Zona Leste,Musculacao,40.0,3.28,True,12.0
1157,2024-10-16,,Mensal,129.9,Zona Leste,Funcional,40.0,4.13,True,13.0
985,2025-02-01,,Mensal,129.9,Centro,Musculacao,25.0,5.29,True,15.0
944,14/02/2025,,Mensal,129.9,Zona Oeste,Spinning,20.0,7.0,True,24.0
1359,2025-01-06,,Trimestral,104.4,Zona Oeste,,20.0,5.32,True,18.0
189,2024-12-18,,Trimestral,109.9,Zona Oeste,Yoga,34.0,5.56,True,18.0
414,2024-10-31,,Anual,89.9,Zona Oeste,Musculacao,35.0,3.65,True,15.0
989,2025-08-21,,Mensal,129.9,Zona Leste,Funcional,29.0,3.28,True,10.0
528,2024-07-29,,Anual ,89.9,Zona Leste,Musculacao,33.0,3.8,True,11.0
915,2025-09-20,,Anual,89.9,Zona Oeste,Musculacao,62.0,6.25,True,17.0
416,2024-12-28,2025-05-23,Mensal,129.9,Zona Leste,Musculacao,38.0,1.78,True,5.0
1138,2024-01-08,,Mensal,116.91,Zona Leste,Musculacao,30.0,3.31,True,7.0
84,2025-01-05,2025-02-17,mensal,123.4,Zona Leste,Musculacao,25.0,1.86,True,6.0
708,2024-01-22,,Trimestral,109.9,Zona Leste,Crossfit,26.0,5.19,True,26.0
49,2025-11-28,,Trimestral,109.9,Zona Leste,Funcional,49.0,,True,12.0
1322,27/08/2025,,Mensal,123.4,Zona Oeste,Funcional,23.0,1.3,True,0.0
156,2024-07-21,,Trimestral,109.9,Zona Leste,Musculacao,34.0,2.31,True,38.0
1101,2024-07-09,,Mensal,129.9,Zona Leste,Crossfit,39.0,4.97,True,15.0
1174,17/10/2025,,Trimestral,109.9,Zona Oeste,Funcional,29.0,6.33,True,26.0
439,2024-10-04,,Trimestral,109.9,Zona Leste,Spinning,29.0,4.56,True,62.0
1084,2024-09-17,,Anual,89.9,Zona Leste,Musculacao,49.0,4.11,True,28.0
853,2024-05-06,2024-10-16,Anual,85.4,Zona Leste,Musculacao,19.0,5.11,True,19.0
1266,2024-12-17,2025-07-26,Trimestral,109.9,Centro,Spinning,43.0,2.02,True,8.0
79,2024-07-17,,TRIMESTRAL,109.9,Centro,Musculacao,28.0,4.56,True,14.0
1176,2024-02-24,,Trimestral,109.9,Zona Oeste,Funcional,48.0,3.85,True,9.0
180,2024-07-14,2024-08-28, Trimestral,104.4,Zona Oeste,Musculacao,50.0,2.59,False,0.0
1369,2024-06-09,,Mensal,129.9,Centro,Musculacao,,5.34,False,0.0
1284,2025-03-20,,Trimestral,104.4,Zona Leste,Crossfit,45.0,1.32,True,8.0
577,2025-08-02,,Anual,89.9,Centro,Musculacao,21.0,3.1,True,9.0
545,2024-01-10,,Mensal,129.9,Centro,Funcional,30.0,2.27,True,10.0
862,2025-05-10,,Trimestral,109.9, Zona Leste ,Yoga,28.0,3.44,False,0.0
364,2024-11-16,,Mensal,123.4,Zona Oeste,Musculacao,37.0,5.84,True,26.0
1212,2025-11-08,,Trimestral,109.9,Zona Leste,Funcional,48.0,4.56,True,17.0
1234,2024-02-12,,Trimestral,109.9,Zona Leste,Musculacao,19.0,4.92,True,19.0
347,2024-07-02,,Anual,89.9,Zona Leste,Musculacao,28.0,3.41,False,0.0
1118,2024-10-24,,Trimestral,109.9,Centro,Spinning,42.0,4.29,True,17.0
494,25/05/2025,,Mensal,129.9,Zona Leste,Funcional,36.0,6.38,True,15.0
721,2024-03-02,,Mensal,129.9,Zona Leste,Yoga,40.0,3.21,False,0.0
693,2024-06-02,,Mensal,123.4,Zona Oeste,Musculacao,54.0,4.22,True,13.0
1331,2024-10-08,,Trimestral,109.9,Zona Leste,Musculacao,42.0,2.5,True,9.0
621,18/09/2025,2025-12-24,Trimestral,109.9,Zona Leste,Crossfit,52.0,1.32,False,0.0
599,2024-02-12,,Anual,89.9,Zona Leste,Funcional,30.0,5.49,True,22.0
1086,2024-07-12,,Trimestral,109.9,Zona Leste,Funcional,28.0,2.85,True,11.0
244,01/01/2024,,Mensal,129.9,Centro,Musculacao,41.0,3.34,True,9.0
850,25/05/2025,,Anual,85.4, Zona Leste ,Crossfit,22.0,4.98,True,
568,2025-09-26,,Mensal,129.9,Centro,Spinning,29.0,3.25,True,18.0
650,2024-07-05,,Mensal,-123.4,Zona Leste,Crossfit,33.0,6.07,True,20.0
807,2025-04-01,2025-06-10,Trimestral,109.9,Zona Oeste,Musculacao,27.0,2.07,True,8.0
940,27/04/2024,,Mensal,123.4,Zona Oeste,Funcional,27.0,5.18,True,21.0
848,30/06/2025,,Trimestral,104.4,Centro,Crossfit,36.0,3.57,True,11.0
436,2025-10-28,,Mensal,123.4,Zona Leste,Spinning,35.0,5.06,True,
1462,2024-11-01,,Mensal,129.9,Centro,Musculacao,19.0,3.92,True,9.0
576,2024-08-03,2024-12-25,Mensal,129.9,Zona Oeste,Musculacao,38.0,1.43,True,5.0
309,2025-04-15,,Mensal,123.4,Zona Leste,Musculacao,23.0,4.02,True,14.0
431,2025-04-03,,Anual,85.4, Zona Oeste ,Musculacao,22.0,5.1,True,26.0
931,2025-10-31,,Mensal,116.91,Centro,Funcional,50.0,4.79,True,34.0
399,2024-06-20,2024-08-22,MENSAL,123.4,Zona Leste,Crossfit,32.0,2.98,False,0.0
424,2024-07-27,, Mensal ,129.9,Zona Leste,Musculacao,25.0,3.69,True,3.0
371,2024-11-25,2025-06-02,TRIMESTRAL,109.9,Zona Leste,Spinning,43.0,,True,11.0
55,2025-08-05,2025-10-17,Trimestral,109.9,Zona Leste,Spinning,49.0,,True,
1215,2025-05-24,2025-07-22,Mensal,123.4,Centro,Musculacao,54.0,2.6,True,6.0
1280,2024-09-06,,Trimestral,98.91,Zona Leste,Yoga,38.0,3.5,False,0.0
600,2025-01-02,,Trimestral,109.9,Zona Leste,Spinning,46.0,3.13,False,
313,2024-03-22,2024-04-21,Mensal,129.9,Zona Oeste,Funcional,36.0,3.07,False,0.0
974,2025-05-07,,Anual,89.9,Zona Oeste,Spinning,26.0,4.61,True,17.0
1197,29/05/2025,,Mensal,129.9,Centro,Funcional,21.0,2.71,True,12.0
110,2024-12-24,,Anual,89.9,Zona Leste,Spinning,22.0,2.36,False,0.0
882,2025-09-04,,Trimestral,109.9,Zona Leste,Crossfit,45.0,3.26,False,0.0
728,2025-08-28,,Mensal,129.9,Zona Leste,,32.0,4.48,True,15.0
101,19/12/2024,,Anual,80.91,Centro,Funcional,36.0,4.44,True,17.0
501,2024-10-23,,Trimestral,414.44,Centro,Spinning,33.0,5.78,True,31.0
706,2025-07-16,,trimestral,109.9,Zona Oeste,Funcional,35.0,,True,18.0
1417,2025-04-04,,Mensal,129.9,Zona Leste,Spinning,38.0,6.49,True,26.0
267,2025-01-31,2025-08-03,Mensal,-116.91,Centro,Crossfit,27.0,1.91,True,6.0
715,2024-06-14,,Trimestral,104.4,Centro,Musculacao,28.0,7.0,True,28.0
297,24/06/2024,,Anual,85.4,Zona Oeste,Crossfit,16.0,4.85,True,11.0
875,18/04/2024,,Trimestral,98.91,Zona Leste,Musculacao,34.0,3.36,True,10.0
462,2025-03-25,,MENSAL,129.9,Zona Leste,Spinning,38.0,2.33,True,37.0
1122,2024-09-17,2025-06-10,Mensal,123.4,Centro,Musculacao,38.0,2.79,False,
1036,2024-09-26,,Trimestral,109.9, Zona Oeste ,Musculacao,25.0,4.58,True,58.0
1182,2025-05-05,,Mensal,129.9,Centro,Spinning,23.0,,True,13.0
378,2024-10-15,,Mensal,129.9,Zona Leste,Funcional,26.0,4.21,True,14.0
287,2025-05-28,2025-09-19,Mensal,123.4,Zona Leste,Musculacao,43.0,2.41,False,0.0
1482,2025-04-15,2025-08-31,Mensal,129.9,Zona Leste,Spinning,30.0,2.19,True,9.0
768,10/11/2024,2025-03-02,Mensal,123.4,Zona Oeste,Funcional,31.0,4.66,True,18.0
127,2025-08-21,2025-12-24,Mensal,129.9,Zona Leste,Spinning,29.0,1.55,False,0.0
328,2025-03-15,2025-09-03,Mensal,129.9,Zona Oeste,Funcional,33.0,3.39,True,9.0
293,2025-09-18,,Anual,89.9, Zona Leste ,Musculacao,25.0,6.35,True,21.0
788,04/12/2024,2025-04-10,Mensal,129.9, Zona Oeste ,Funcional,999.0,4.09,True,16.0
765,2025-09-21,,Anual,89.9,Zona Oeste,Yoga,30.0,2.7,True,10.0
1008,2025-08-08,,Mensal,123.4,Centro,Musculacao,33.0,4.18,True,
356,2025-05-31,2025-07-14,Mensal,129.9,Centro,Yoga,28.0,2.15,True,8.0
1256,2024-07-31,,Anual ,89.9,Centro,Musculacao,24.0,2.59,True,8.0
171,2025-07-25,2025-10-31,Mensal,129.9,Zona Leste,Spinning,44.0,1.28,False,0.0
890,2024-10-15,2025-01-05,TRIMESTRAL,-109.9,Zona Leste,Musculacao,31.0,0.87,False,0.0
1156,2024-07-03,,MENSAL,391.02,Centro,Yoga,27.0,2.63,True,8.0
987,09/03/2025,,Mensal,129.9,Zona Oeste,Musculacao,36.0,2.66,True,11.0
817,2025-04-16,,Anual,89.9,Zona Leste,Funcional,46.0,5.42,True,21.0
1306,23/09/2025,,Anual,89.9,Zona Leste,Spinning,31.0,7.0,True,35.0
210,2024-03-02,,Mensal,129.9,Zona Leste,,,1.66,False,0.0
1192,2025-02-24,2025-05-03,Mensal,129.9,Zona Leste,Spinning,40.0,1.82,False,0.0
549,2025-03-20,,Trimestral,109.9,Zona Leste,Crossfit,42.0,2.42,True,8.0
141,2025-07-23,,Mensal,116.91,Zona Oeste,Funcional,40.0,,False,0.0
1111,2025-06-17,2025-09-11, Mensal ,123.4,Centro,Spinning,16.0,4.03,True,14.0
1032,2025-07-15,,Trimestral,98.91,Zona Oeste,Yoga,29.0,3.55,True,10.0
819,2024-09-19,,Trimestral,109.9,Zona Oeste,Yoga,25.0,2.61,True,8.0
1224,2024-09-21,,Trimestral,109.9,Zona Leste,Funcional,36.0,4.85,True,24.0
723,2024-11-17,,Mensal,129.9,Zona Leste,Musculacao,36.0,3.93,True,13.0
701,2024-11-15,,Mensal,129.9,Zona Leste,Funcional,31.0,5.87,True,17.0
651,2024-08-25,2024-12-27,Mensal,129.9,Zona Oeste,Musculacao,31.0,1.13,False,0.0
200,2024-08-06,,Mensal,116.91,Zona Oeste,Musculacao,33.0,3.45,False,0.0
939,05/03/2025,,Anual,85.4,Zona Leste,Crossfit,21.0,3.34,True,14.0
1277,2024-04-03,2024-07-20,Mensal,129.9,Zona Oeste,Musculacao,28.0,1.84,True,
745,2024-04-07,,Mensal,129.9,Zona Leste,Musculacao,39.0,5.39,True,21.0
1064,2025-10-30,,Trimestral,109.9,Zona Oeste,Yoga,43.0,2.59,True,8.0
731,14/09/2025,,Mensal,129.9,Zona Leste,Funcional,0.0,1.14,True,6.0
11,02/03/2024,,Mensal,129.9,Zona Leste,Musculacao,29.0,,False,0.0
148,2025-02-09,,Mensal,129.9,Centro,Musculacao,27.0,2.76,True,11.0
402,30/07/2025,,Anual,85.4,Zona Leste,Musculacao,33.0,3.62,True,21.0
283,2024-05-09,,Mensal,129.9,Zona Leste,Musculacao,37.0,5.1,False,0.0
292,2024-01-27,2024-04-17, Mensal ,123.4,Zona Leste,Funcional,35.0,1.24,False,0.0
583,06/02/2024,2024-09-02,Mensal,129.9,Zona Oeste,Musculacao,29.0,1.36,True,1.0
1047,2024-07-25,,Mensal,129.9,Centro,Crossfit,41.0,3.12,True,16.0
130,2024-02-03,,Trimestral,109.9,Zona Leste,Spinning,59.0,5.23,True,
324,2025-09-17,, Mensal ,129.9,Zona Oeste,Funcional,25.0,4.32,True,17.0
818,2024-08-15,,Mensal,332.71,Zona Oeste,Musculacao,29.0,2.9,True,6.0
523,2024-12-15,,Mensal,123.4,Zona Leste,,23.0,1.77,True,9.0
592,20/02/2024,,Mensal,123.4,Centro,Spinning,22.0,6.0,True,23.0
670,2024-01-25,2024-09-06,Mensal,129.9,Zona Oeste,Musculacao,17.0,4.1,True,16.0
1436,2025-02-20,,anual,89.9,Zona Oeste,Funcional,30.0,6.32,True,13.0
694,2025-02-08,2025-06-27,Mensal,129.9,Zona Leste,Musculacao,33.0,3.65,True,20.0
1427,03/10/2025,2025-12-09,Mensal,129.9,Zona Oeste,Musculacao,54.0,3.39,True,12.0
159,2025-06-28,,Trimestral,109.9,Zona Leste,Funcional,25.0,1.96,False,0.0
618,2024-06-15,,MENSAL,129.9,Zona Leste,Musculacao,24.0,3.11,True,11.0
998,2024-10-01,,Mensal,123.4,Zona Leste,Funcional,20.0,6.54,True,17.0
1104,2024-06-26,,ANUAL,89.9, Zona Oeste ,Musculacao,56.0,5.38,True,21.0
196,2025-10-06,2025-12-03,Mensal,-123.4,Zona Oeste,Musculacao,24.0,2.07,True,4.0
1278,2025-10-30,,Mensal,123.4,Zona Oeste,Funcional,32.0,2.91,True,
1388,22/07/2024,,Mensal,129.9,Centro,Crossfit,24.0,2.86,True,10.0
411,2024-09-01,2024-12-23,Trimestral,109.9,Zona Leste,Spinning,41.0,3.52,True,14.0
97,2025-02-04,,mensal,123.4,Zona Leste,Musculacao,35.0,1.78,False,0.0
615,2024-08-27,2025-03-12,Mensal,129.9,Zona Leste,Funcional,44.0,2.13,True,8.0
157,18/01/2024,2024-02-23,Mensal,129.9,Zona Leste,Spinning,43.0,,False,0.0
420,20/04/2025,2025-05-24,Anual,89.9, Centro ,Funcional,41.0,2.96,False,0.0
1416,27/07/2025,,Trimestral,-109.9,Zona Leste,Musculacao,36.0,3.44,False,0.0
478,2024-04-01,,Trimestral,109.9, Centro ,Funcional,25.0,4.17,True,12.0
1346,2024-04-09,2025-01-20,trimestral,104.4, Zona Oeste ,Crossfit,28.0,1.73,False,0.0
681,2024-11-12,,Mensal,123.4, Centro ,Crossfit,27.0,5.67,True,28.0
988,2025-03-12,,Mensal,129.9,Centro,Musculacao,36.0,0.41,True,1.0
448,2025-11-13,2025-12-28,Trimestral,98.91,Centro,Crossfit,34.0,2.36,False,0.0
179,2025-08-16,,Anual,89.9,Centro,Spinning,45.0,5.26,True,14.0
391,2024-02-15,,Trimestral,109.9, Zona Leste ,,41.0,4.64,False,0.0
1328,2025-01-31,, Trimestral,109.9,Zona Leste,Crossfit,35.0,7.0,True,24.0
894,2025-02-05,,Mensal,129.9, Zona Leste ,Crossfit,41.0,,True,12.0
1279,2025-06-17,,Anual,89.9,Zona Leste,Musculacao,35.0,2.92,True,10.0
1472,25/04/2025,,Mensal,123.4, Zona Oeste ,Crossfit,31.0,2.93,False,0.0
1074,2024-03-25,,Anual,89.9,Centro,Yoga,29.0,5.93,False,0.0
669,2025-08-26,,Mensal,129.9,Zona Leste,Musculacao,59.0,6.15,True,18.0
1272,2025-11-28,,Mensal,129.9, Centro ,Crossfit,47.0,3.34,True,19.0
1143,2024-10-27,,ANUAL,89.9, Zona Oeste ,Spinning,23.0,3.81,True,12.0
902,2025-05-08,2025-11-09,Mensal,129.9,Centro,Funcional,48.0,2.16,False,0.0
1089,2024-11-20,,MENSAL,123.4,Zona Oeste,Crossfit,36.0,4.69,True,16.0
295,18/12/2024,,Anual,85.4,Centro,Musculacao,31.0,3.34,True,9.0
835,2024-08-16,,Trimestral,-98.91,Zona Leste,Musculacao,,2.92,True,18.0
919,2025-03-15,,Mensal,123.4,Zona Leste,Musculacao,24.0,2.84,True,58.0
89,28/10/2024,2025-04-26,Mensal,129.9,Zona Leste,Funcional,49.0,1.35,True,8.0
42,03/02/2024,,Anual,89.9,Zona Leste,Crossfit,33.0,3.67,True,18.0
1327,05/11/2024,,mensal ,129.9, Zona Oeste ,Crossfit,28.0,3.1,True,12.0
632,2025-11-06,,trimestral,109.9,Zona Oeste,Musculacao,47.0,,False,
695,2025-02-12,,Anual,80.91,Zona Oeste,Musculacao,22.0,4.93,True,12.0
1429,02/05/2025,,Trimestral,98.91,Zona Leste,Spinning,36.0,4.36,True,10.0
1443,04/11/2024,,Mensal,129.9,Centro,Funcional,48.0,4.19,True,11.0
1461,05/05/2024,,Trimestral,109.9, Centro ,Musculacao,22.0,5.37,True,17.0
291,06/04/2025,2025-08-15,Anual,89.9,Zona Oeste,Funcional,32.0,2.54,True,3.0
854,2024-11-25,,Anual,85.4, Zona Oeste ,Musculacao,28.0,2.94,True,14.0
627,2025-04-12,,Trimestral,98.91,Zona Leste,Crossfit,23.0,7.0,True,22.0
349,2025-02-23,,Trimestral,109.9, Zona Leste ,Musculacao,40.0,4.08,False,0.0
598,2025-10-13,,Trimestral,109.9,Zona Oeste,Spinning,49.0,4.58,True,17.0
1454,05/03/2024,,Anual,80.91,Centro,Funcional,29.0,2.55,True,10.0
1168,2024-12-01,2025-08-15,Mensal,129.9,Zona Leste,Spinning,38.0,1.01,False,0.0
874,2024-06-18,,Mensal,116.91,Zona Leste,Spinning,23.0,1.72,True,12.0
679,2025-09-06,,Mensal,129.9,Zona Leste,Musculacao,24.0,4.44,True,22.0
459,2024-08-26,,TRIMESTRAL,109.9,Centro,Spinning,36.0,2.94,True,8.0
376,2024-11-13,2024-12-26,Mensal,129.9,Centro,Crossfit,21.0,2.81,False,
334,13/06/2025,2025-11-03,Anual,85.4,Zona Leste,Crossfit,47.0,2.4,False,0.0
1313,2025-04-06,,trimestral,109.9,Zona Oeste,Musculacao,32.0,,True,9.0
1362,2024-08-04,,Mensal,129.9,Zona Oeste,Yoga,33.0,2.05,True,7.0
1201,2025-03-14,,Trimestral,109.9,Zona Oeste,Musculacao,999.0,4.39,False,0.0
1000,05/03/2025,,Mensal,129.9,Zona Oeste,Funcional,36.0,3.82,True,11.0
1431,2024-01-11,,Anual,89.9,Zona Oeste,Musculacao,25.0,4.48,False,0.0
597,2024-03-17,,Trimestral,109.9,Zona Leste,Musculacao,31.0,3.91,True,17.0
329,2024-07-22,,Trimestral,109.9,Centro,Spinning,20.0,1.97,True,7.0
319,21/11/2025,,Mensal,123.4,Zona Oeste,Musculacao,32.0,2.81,False,0.0
1188,2024-06-15,,Anual,89.9,Zona Oeste,Spinning,,4.43,True,17.0
1005,2025-08-15,,Trimestral,-104.4,Zona Leste,Spinning,37.0,2.67,False,0.0
13,2024-03-13,,Trimestral,98.91,Zona Oeste,Musculacao,34.0,3.82,True,13.0
172,2025-08-19,2025-09-26,Mensal,129.9,Zona Oeste,Spinning,31.0,1.36,False,0.0
