id_aluno,data_matricula,data_cancelamento,plano,valor_mensalidade,unidade,modalidade_principal,idade,frequencia_semanal,usa_app,checkins_app_mes,outlier_frequencia_semanal,outlier_valor_mensalidade,outlier_checkins_app_mes,outlier_origem,evadiu,status,dias_vinculo,meses_vinculo,evasao_precoce,receita_acumulada,coorte_mes,faixa_etaria,segmento_engajamento,outlier_receita_acumulada,outlier_dias_vinculo,outlier_derivada,outlier_qualquer
320,2025-08-29,,Anual,89.9,Zona Oeste,Musculacao,17,4.06,True,16,False,False,False,False,False,Ativo,124,4.07,False,365.89,2025-08,16-24,Alto,False,False,False,False
322,2024-06-20,2024-09-01,Mensal,116.91,Zona Oeste,Musculacao,28,2.92,True,9,False,False,False,False,True,Cancelado,73,2.4,False,280.58,2024-06,25-34,Medio-Digital,False,False,False,False
323,2024-11-16,,Mensal,123.4,Zona Oeste,Funcional,36,6.94,True,25,False,False,False,False,False,Ativo,410,13.47,False,1662.2,2024-11,35-44,Alto,False,False,False,False
324,2025-09-17,,Mensal,129.9,Zona Oeste,Funcional,25,4.32,True,17,False,False,False,False,False,Ativo,105,3.45,False,448.16,2025-09,25-34,Alto,False,False,False,False
326,2025-09-06,,Trimestral,98.91,Zona Leste,Musculacao,22,4.37,True,10,False,False,False,False,False,Ativo,116,3.81,False,376.85,2025-09,16-24,Alto,False,False,False,False
327,2025-08-02,,Trimestral,418.39,Zona Oeste,Crossfit,28,5.54,True,16,False,True,False,True,False,Ativo,151,4.96,False,2075.21,2025-08,25-34,Alto,False,False,False,True
328,2025-03-15,2025-09-03,Mensal,129.9,Zona Oeste,Funcional,33,3.39,True,9,False,False,False,False,True,Cancelado,172,5.65,False,733.94,2025-03,25-34,Alto,False,False,False,False
329,2024-07-22,,Trimestral,109.9,Centro,Spinning,20,1.97,True,7,False,False,False,False,False,Ativo,527,17.31,False,1902.37,2024-07,16-24,Medio-Digital,False,False,False,False
330,2025-02-26,,Mensal,123.4,Zona Oeste,Spinning,36,3.75,True,0,False,False,False,False,False,Ativo,308,10.12,False,1248.81,2025-02,35-44,Alto,False,False,False,False
331,2024-12-11,,Trimestral,109.9,Zona Oeste,Musculacao,50,3.26,True,20,False,False,False,False,False,Ativo,385,12.65,False,1390.24,2024-12,45-54,Alto,False,False,False,False
332,2025-10-27,,Mensal,129.9,Centro,Yoga,27,5.7,True,20,False,False,False,False,False,Ativo,65,2.14,False,277.99,2025-10,25-34,Alto,False,False,False,False
333,2024-11-09,,Trimestral,109.9,Zona Oeste,Crossfit,36,1.87,False,0,False,False,False,False,False,Ativo,417,13.7,False,1505.63,2024-11,35-44,Baixo,False,False,False,False
334,2025-06-13,2025-11-03,Anual,85.4,Zona Leste,Crossfit,47,2.4,False,0,False,False,False,False,True,Cancelado,143,4.7,False,401.38,2025-06,45-54,Baixo,False,False,False,False
335,2024-05-01,,Mensal,129.9,Zona Leste,Musculacao,32,3.12,True,10,False,False,False,False,False,Ativo,609,20.01,False,2599.3,2024-05,25-34,Alto,False,False,False,False
336,2025-04-23,,Trimestral,104.4,Zona Leste,Musculacao,29,4.43,True,22,False,False,False,False,False,Ativo,252,8.28,False,864.43,2025-04,25-34,Alto,False,False,False,False
337,2024-11-13,2024-12-10,Mensal,123.4,Zona Leste,Musculacao,23,1.45,False,0,False,False,False,False,True,Cancelado,27,0.89,True,109.83,2024-11,16-24,Baixo,False,False,False,False
338,2024-11-01,2024-12-23,Trimestral,98.91,Zona Leste,Musculacao,44,1.9,True,7,False,False,False,False,True,Cancelado,52,1.71,True,169.14,2024-11,35-44,Medio-Digital,False,False,False,False
339,2025-06-12,2025-10-30,Mensal,123.4,Zona Oeste,Musculacao,28,4.69,True,25,False,False,False,False,True,Cancelado,140,4.6,False,567.64,2025-06,25-34,Alto,False,False,False,False
340,2024-12-04,2025-03-24,Anual,89.9,Zona Oeste,Funcional,30,2.04,True,5,False,False,False,False,True,Cancelado,110,3.61,False,324.54,2024-12,25-34,Medio-Digital,False,False,False,False
341,2024-02-11,2024-04-24,Mensal,129.9,Zona Leste,Musculacao,28,1.87,True,5,False,False,False,False,True,Cancelado,73,2.4,False,311.76,2024-02,25-34,Medio-Digital,False,False,False,False
342,2024-09-29,,Anual,89.9,Zona Oeste,Musculacao,32,5.39,True,29,False,False,False,False,False,Ativo,458,15.05,False,1353.0,2024-09,25-34,Alto,False,False,False,False
343,2025-11-05,,Trimestral,98.91,Zona Leste,Musculacao,20,4.4,True,16,False,False,False,False,False,Ativo,56,1.84,False,181.99,2025-11,16-24,Alto,False,False,False,False
344,2025-10-24,,Trimestral,109.9,Centro,Musculacao,43,2.4,True,15,False,False,False,False,False,Ativo,68,2.23,False,245.08,2025-10,35-44,Medio-Digital,False,False,False,False
345,2025-03-06,,Trimestral,109.9,Zona Leste,Crossfit,24,4.16,True,13,False,False,False,False,False,Ativo,300,9.86,False,1083.61,2025-03,16-24,Alto,False,False,False,False
346,2025-03-22,,Trimestral,104.4,Zona Oeste,Funcional,24,3.79,False,0,False,False,False,False,False,Ativo,284,9.33,False,974.05,2025-03,16-24,Medio-Presencial,False,False,False,False
347,2024-07-02,,Anual,89.9,Zona Leste,Musculacao,28,3.41,False,0,False,False,False,False,False,Ativo,547,17.97,False,1615.5,2024-07,25-34,Medio-Presencial,False,False,False,False
348,2025-06-30,,Mensal,123.4,Zona Oeste,Funcional,51,2.47,False,0,False,False,False,False,False,Ativo,184,6.04,False,745.34,2025-06,45-54,Baixo,False,False,False,False
349,2025-02-23,,Trimestral,109.9,Zona Leste,Musculacao,40,4.08,False,0,False,False,False,False,False,Ativo,311,10.22,False,1123.18,2025-02,35-44,Medio-Presencial,False,False,False,False
350,2024-01-27,2025-05-09,Mensal,129.9,Zona Oeste,Musculacao,26,1.57,False,0,False,False,False,False,True,Cancelado,468,15.37,False,1996.56,2024-01,25-34,Baixo,False,False,False,False
351,2025-10-26,,Trimestral,109.9,Zona Leste,Spinning,46,4.06,True,12,False,False,False,False,False,Ativo,66,2.17,False,238.48,2025-10,45-54,Alto,False,False,False,False
352,2025-08-19,2025-09-13,Mensal,129.9,Centro,Musculacao,24,3.37,True,13,False,False,False,False,True,Cancelado,25,0.82,True,106.52,2025-08,16-24,Alto,False,False,False,False
353,2024-02-27,,Trimestral,109.9,Zona Oeste,Funcional,43,3.75,True,17,False,False,False,False,False,Ativo,673,22.11,False,2429.89,2024-02,35-44,Alto,False,False,False,False
354,2024-10-19,2025-01-19,Trimestral,104.4,Zona Oeste,Musculacao,17,3.26,True,7,False,False,False,False,True,Cancelado,92,3.02,False,315.29,2024-10,16-24,Alto,False,False,False,False
355,2025-06-03,2025-09-02,Mensal,129.9,Centro,Funcional,44,5.77,True,21,False,False,False,False,True,Cancelado,91,2.99,False,388.4,2025-06,35-44,Alto,False,False,False,False
356,2025-05-31,2025-07-14,Mensal,129.9,Centro,Yoga,28,2.15,True,8,False,False,False,False,True,Cancelado,44,1.45,True,188.36,2025-05,25-34,Medio-Digital,False,False,False,False
357,2024-04-27,,Trimestral,104.4,Zona Leste,Musculacao,21,2.59,True,14,False,False,False,False,False,Ativo,613,20.14,False,2102.62,2024-04,16-24,Medio-Digital,False,False,False,False
358,2024-01-29,,Trimestral,104.4,Zona Leste,Musculacao,30,3.05,True,10,False,False,False,False,False,Ativo,702,23.06,False,2407.46,2024-01,25-34,Alto,False,False,False,False
359,2025-11-20,,Mensal,129.9,Zona Leste,Spinning,35,4.15,True,17,False,False,False,False,False,Ativo,41,1.35,False,175.36,2025-11,35-44,Alto,False,False,False,False
360,2025-09-17,,Trimestral,98.91,Zona Leste,Yoga,27,3.69,True,16,False,False,False,False,False,Ativo,105,3.45,False,341.24,2025-09,25-34,Alto,False,False,False,False
361,2025-05-31,,Anual,89.9,Zona Oeste,Funcional,38,1.76,True,9,False,False,False,False,False,Ativo,214,7.03,False,632.0,2025-05,35-44,Medio-Digital,False,False,False,False
362,2025-04-06,,Mensal,129.9,Centro,Funcional,26,3.04,True,12,False,False,False,False,False,Ativo,269,8.84,False,1148.32,2025-04,25-34,Alto,False,False,False,False
363,2025-04-25,,Mensal,129.9,Centro,Spinning,39,3.18,True,17,False,False,False,False,False,Ativo,250,8.21,False,1066.48,2025-04,35-44,Alto,False,False,False,False
364,2024-11-16,,Mensal,123.4,Zona Oeste,Musculacao,37,5.84,True,26,False,False,False,False,False,Ativo,410,13.47,False,1662.2,2024-11,35-44,Alto,False,False,False,False
365,2025-04-24,,Trimestral,109.9,Zona Oeste,Spinning,31,2.84,True,0,False,False,False,False,False,Ativo,251,8.25,False,906.68,2025-04,25-34,Medio-Digital,False,False,False,False
366,2024-07-31,,Mensal,129.9,Centro,Musculacao,27,3.97,True,0,False,False,False,False,False,Ativo,518,17.02,False,2210.9,2024-07,25-34,Alto,False,False,False,False
367,2024-02-28,,Trimestral,104.4,Centro,Funcional,34,7.0,True,24,False,False,False,False,False,Ativo,672,22.08,False,2305.15,2024-02,25-34,Alto,False,False,False,False
368,2024-08-05,,Trimestral,109.9,Zona Leste,Musculacao,38,5.59,True,17,False,False,False,False,False,Ativo,513,16.85,False,1851.82,2024-08,35-44,Alto,False,False,False,False
369,2024-07-24,,Mensal,129.9,Zona Oeste,Musculacao,55,1.76,False,0,False,False,False,False,False,Ativo,525,17.25,False,2240.78,2024-07,55+,Baixo,False,False,False,False
370,2024-07-31,,Anual,85.4,Centro,Spinning,42,3.26,False,0,False,False,False,False,False,Ativo,518,17.02,False,1453.51,2024-07,35-44,Medio-Presencial,False,False,False,False
371,2024-11-25,2025-06-02,Trimestral,109.9,Zona Leste,Spinning,43,3.26,True,11,False,False,False,False,True,Cancelado,189,6.21,False,682.48,2024-11,35-44,Alto,False,False,False,False
372,2024-04-01,,Mensal,129.9,Zona Leste,Funcional,66,2.55,True,14,False,False,False,False,False,Ativo,639,20.99,False,2726.6,2024-04,55+,Medio-Digital,False,False,False,False
373,2024-10-12,,Mensal,129.9,Centro,Spinning,38,4.45,True,15,False,False,False,False,False,Ativo,445,14.62,False,1899.14,2024-10,35-44,Alto,False,False,False,False
374,2024-11-20,,Mensal,116.91,Centro,Crossfit,37,1.75,False,0,False,False,False,False,False,Ativo,406,13.34,False,1559.58,2024-11,35-44,Baixo,False,False,False,False
375,2024-05-11,2024-06-12,Mensal,129.9,Centro,Musculacao,40,2.17,True,2,False,False,False,False,True,Cancelado,32,1.05,True,136.4,2024-05,35-44,Medio-Digital,False,False,False,False
376,2024-11-13,2024-12-26,Mensal,129.9,Centro,Crossfit,21,2.81,False,0,False,False,False,False,True,Cancelado,43,1.41,True,183.16,2024-11,16-24,Baixo,False,False,False,False
377,2025-04-17,,Anual,89.9,Zona Leste,Funcional,33,3.03,False,0,False,False,False,False,False,Ativo,258,8.48,False,762.35,2025-04,25-34,Medio-Presencial,False,False,False,False
378,2024-10-15,,Mensal,129.9,Zona Leste,Funcional,26,4.21,True,14,False,False,False,False,False,Ativo,442,14.52,False,1886.15,2024-10,25-34,Alto,False,False,False,False
379,2024-01-02,2024-10-02,Mensal,116.91,Zona Oeste,Funcional,39,3.0,True,11,False,False,False,False,True,Cancelado,274,9.0,False,1052.19,2024-01,35-44,Alto,False,False,False,False
380,2025-05-07,,Trimestral,109.9,Zona Oeste,Spinning,30,2.6,False,0,False,False,False,False,False,Ativo,238,7.82,False,859.42,2025-05,25-34,Baixo,False,False,False,False
381,2025-02-08,,Trimestral,109.9,Zona Oeste,Musculacao,34,5.55,True,17,False,False,False,False,False,Ativo,326,10.71,False,1177.03,2025-02,25-34,Alto,False,False,False,False
382,2024-10-20,2025-02-03,Anual,89.9,Zona Oeste,Funcional,44,4.68,False,0,False,False,False,False,True,Cancelado,106,3.48,False,312.85,2024-10,35-44,Medio-Presencial,False,False,False,False
383,2024-01-16,,Trimestral,109.9,Zona Leste,Musculacao,41,1.6,True,12,False,False,False,False,False,Ativo,715,23.49,False,2581.55,2024-01,35-44,Medio-Digital,False,False,False,False
384,2024-03-03,2024-11-16,Mensal,129.9,Zona Oeste,Musculacao,30,1.34,False,0,False,False,False,False,True,Cancelado,258,8.48,False,1101.55,2024-03,25-34,Baixo,False,False,False,False
385,2024-02-25,2024-12-23,Mensal,116.91,Zona Leste,Crossfit,25,2.36,False,0,False,False,False,False,True,Cancelado,302,9.92,False,1159.75,2024-02,25-34,Baixo,False,False,False,False
386,2025-08-19,,Anual,89.9,Zona Leste,Musculacao,44,2.0,False,0,False,False,False,False,False,Ativo,134,4.4,False,395.56,2025-08,35-44,Baixo,False,False,False,False
387,2024-08-04,,Trimestral,109.9,Zona Leste,Spinning,41,5.13,True,15,False,False,False,False,False,Ativo,514,16.89,False,1856.21,2024-08,35-44,Alto,False,False,False,False
388,2024-10-24,,Anual,89.9,Zona Leste,Funcional,29,2.78,True,10,False,False,False,False,False,Ativo,433,14.22,False,1278.38,2024-10,25-34,Medio-Digital,False,False,False,False
389,2025-05-02,,Mensal,129.9,Centro,Musculacao,29,3.96,True,14,False,False,False,False,False,Ativo,243,7.98,False,1036.6,2025-05,25-34,Alto,False,False,False,False
390,2025-04-03,,Anual,89.9,Zona Leste,Crossfit,34,7.0,True,30,False,False,False,False,False,Ativo,272,8.94,False,803.71,2025-04,25-34,Alto,False,False,False,False
391,2024-02-15,,Trimestral,109.9,Zona Leste,Musculacao,41,4.64,False,0,False,False,False,False,False,Ativo,685,22.5,False,2472.75,2024-02,35-44,Medio-Presencial,False,False,False,False
392,2025-10-12,,Mensal,129.9,Zona Oeste,Crossfit,42,0.97,False,0,False,False,False,False,False,Ativo,80,2.63,False,341.64,2025-10,35-44,Baixo,False,False,False,False
393,2024-07-04,2024-10-21,Trimestral,104.4,Zona Oeste,Yoga,35,2.53,True,12,False,False,False,False,True,Cancelado,109,3.58,False,373.75,2024-07,35-44,Medio-Digital,False,False,False,False
394,2025-06-21,2025-12-25,Trimestral,104.4,Zona Leste,Musculacao,38,3.0,True,12,False,False,False,False,True,Cancelado,187,6.14,False,641.02,2025-06,35-44,Alto,False,False,False,False
395,2025-08-05,,Mensal,129.9,Zona Leste,Musculacao,33,3.52,True,22,False,False,False,False,False,Ativo,148,4.86,False,631.31,2025-08,25-34,Alto,False,False,False,False
396,2025-01-12,,Mensal,116.91,Zona Leste,Musculacao,25,4.75,True,13,False,False,False,False,False,Ativo,353,11.6,False,1356.16,2025-01,25-34,Alto,False,False,False,False
397,2024-04-23,,Trimestral,109.9,Zona Oeste,Musculacao,29,7.0,True,25,False,False,False,False,False,Ativo,617,20.27,False,2227.67,2024-04,25-34,Alto,False,False,False,False
399,2024-06-20,2024-08-22,Mensal,123.4,Zona Leste,Crossfit,32,2.98,False,0,False,False,False,False,True,Cancelado,63,2.07,False,255.44,2024-06,25-34,Baixo,False,False,False,False
400,2025-08-17,2025-12-16,Mensal,129.9,Zona Leste,Musculacao,17,2.96,True,12,False,False,False,False,True,Cancelado,121,3.98,False,517.0,2025-08,16-24,Medio-Digital,False,False,False,False
401,2025-06-12,,Mensal,129.9,Zona Oeste,Yoga,28,3.26,True,20,False,False,False,False,False,Ativo,202,6.64,False,862.54,2025-06,25-34,Alto,False,False,False,False
402,2025-07-30,,Anual,85.4,Zona Leste,Musculacao,33,3.62,True,21,False,False,False,False,False,Ativo,154,5.06,False,432.12,2025-07,25-34,Alto,False,False,False,False
403,2025-08-02,,Trimestral,109.9,Centro,Crossfit,29,2.51,True,8,False,False,False,False,False,Ativo,151,4.96,False,545.1,2025-08,25-34,Medio-Digital,False,False,False,False
404,2024-05-05,,Mensal,123.4,Zona Leste,Musculacao,29,4.92,True,13,False,False,False,False,False,Ativo,605,19.88,False,2453.19,2024-05,25-34,Alto,False,False,False,False
405,2024-01-22,2024-03-11,Anual,89.9,Zona Oeste,Spinning,37,3.26,True,23,False,False,False,False,True,Cancelado,49,1.61,True,144.74,2024-01,35-44,Alto,False,False,False,False
406,2025-03-14,,Anual,85.4,Zona Leste,Funcional,20,1.87,True,2,False,False,False,False,False,Ativo,292,9.59,False,818.99,2025-03,16-24,Medio-Digital,False,False,False,False
407,2025-03-05,,Mensal,129.9,Zona Leste,Musculacao,36,2.6,False,0,False,False,False,False,False,Ativo,301,9.89,False,1284.71,2025-03,35-44,Baixo,False,False,False,False
408,2025-08-29,,Anual,89.9,Zona Leste,Musculacao,28,2.03,False,0,False,False,False,False,False,Ativo,124,4.07,False,365.89,2025-08,25-34,Baixo,False,False,False,False
409,2025-03-22,2025-09-03,Mensal,129.9,Centro,Musculacao,40,0.62,True,3,False,False,False,False,True,Cancelado,165,5.42,False,704.06,2025-03,35-44,Medio-Digital,False,False,False,False
410,2025-07-16,,Anual,85.4,Centro,Spinning,51,7.0,True,27,False,False,False,False,False,Ativo,168,5.52,False,471.41,2025-07,45-54,Alto,False,False,False,False
411,2024-09-01,2024-12-23,Trimestral,109.9,Zona Leste,Spinning,41,3.52,True,14,False,False,False,False,True,Cancelado,113,3.71,False,407.73,2024-09,35-44,Alto,False,False,False,False
412,2024-03-28,2024-05-14,Trimestral,104.4,Zona Leste,Funcional,38,2.91,True,14,False,False,False,False,True,Cancelado,47,1.54,True,160.78,2024-03,35-44,Medio-Digital,False,False,False,False
413,2024-01-27,,Mensal,129.9,Centro,Musculacao,33,3.26,False,0,False,False,False,False,False,Ativo,704,23.13,False,3004.59,2024-01,25-34,Medio-Presencial,False,False,False,False
414,2024-10-31,,Anual,89.9,Zona Oeste,Musculacao,35,3.65,True,15,False,False,False,False,False,Ativo,426,13.99,False,1257.7,2024-10,35-44,Alto,False,False,False,False
415,2024-01-02,2024-02-29,Mensal,129.9,Zona Leste,Musculacao,33,3.26,False,0,False,False,False,False,True,Cancelado,58,1.91,True,248.11,2024-01,25-34,Medio-Presencial,False,False,False,False
416,2024-12-28,2025-05-23,Mensal,129.9,Zona Leste,Musculacao,38,1.78,True,5,False,False,False,False,True,Cancelado,146,4.8,False,623.52,2024-12,35-44,Medio-Digital,False,False,False,False
417,2024-10-07,2024-12-31,Mensal,116.91,Zona Oeste,Musculacao,22,2.41,True,0,False,False,False,False,True,Cancelado,85,2.79,False,326.18,2024-10,16-24,Medio-Digital,False,False,False,False
418,2024-06-29,,Trimestral,109.9,Zona Oeste,Crossfit,33,6.21,True,17,False,False,False,False,False,Ativo,550,18.07,False,1985.89,2024-06,25-34,Alto,False,False,False,False
419,2025-02-17,,Mensal,129.9,Zona Oeste,Spinning,33,4.87,True,10,False,False,False,False,False,Ativo,317,10.41,False,1352.26,2025-02,25-34,Alto,False,False,False,False
420,2025-04-20,2025-05-24,Anual,89.9,Centro,Funcional,41,2.96,False,0,False,False,False,False,True,Cancelado,34,1.12,True,100.69,2025-04,35-44,Baixo,False,False,False,False
421,2024-01-28,,Trimestral,109.9,Zona Oeste,Musculacao,23,7.0,True,26,False,False,False,False,False,Ativo,703,23.09,False,2537.59,2024-01,16-24,Alto,False,False,False,False
422,2024-11-29,,Mensal,129.9,Zona Leste,Musculacao,28,2.96,True,9,False,False,False,False,False,Ativo,397,13.04,False,1693.9,2024-11,25-34,Medio-Digital,False,False,False,False
423,2025-10-19,2025-11-24,Mensal,123.4,Zona Oeste,Spinning,59,2.01,False,0,False,False,False,False,True,Cancelado,36,1.18,True,145.61,2025-10,55+,Baixo,False,False,False,False
424,2024-07-27,,Mensal,129.9,Zona Leste,Musculacao,25,3.69,True,3,False,False,False,False,False,Ativo,522,17.15,False,2227.78,2024-07,25-34,Alto,False,False,False,False
425,2025-06-30,,Trimestral,109.9,Zona Leste,Musculacao,33,6.67,True,17,False,False,False,False,False,Ativo,184,6.04,False,663.8,2025-06,25-34,Alto,False,False,False,False
427,2024-07-09,2024-08-30,Mensal,129.9,Zona Leste,Spinning,34,2.06,True,7,False,False,False,False,True,Cancelado,52,1.71,True,222.13,2024-07,25-34,Medio-Digital,False,False,False,False
428,2025-08-22,,Anual,89.9,Zona Oeste,Musculacao,31,3.26,True,37,False,False,False,False,False,Ativo,131,4.3,False,386.57,2025-08,25-34,Alto,False,False,False,False
429,2024-09-06,2025-02-01,Mensal,129.9,Zona Leste,Musculacao,25,2.53,False,0,False,False,False,False,True,Cancelado,148,4.86,False,631.31,2024-09,25-34,Baixo,False,False,False,False
430,2025-08-29,,Trimestral,109.9,Zona Leste,Spinning,34,4.25,True,12,False,False,False,False,False,Ativo,124,4.07,False,447.29,2025-08,25-34,Alto,False,False,False,False
431,2025-04-03,,Anual,85.4,Zona Oeste,Musculacao,22,5.1,True,26,False,False,False,False,False,Ativo,272,8.94,False,763.48,2025-04,16-24,Alto,False,False,False,False
432,2025-07-22,2025-11-22,Trimestral,98.91,Zona Oeste,Musculacao,37,5.66,True,22,False,False,False,False,True,Cancelado,123,4.04,False,399.6,2025-07,35-44,Alto,False,False,False,False
433,2025-07-24,,Trimestral,98.91,Zona Oeste,Musculacao,18,3.61,True,19,False,False,False,False,False,Ativo,160,5.26,False,520.27,2025-07,16-24,Alto,False,False,False,False
434,2025-10-01,,Anual,85.4,Centro,Musculacao,32,3.97,True,10,False,False,False,False,False,Ativo,91,2.99,False,255.35,2025-10,25-34,Alto,False,False,False,False
436,2025-10-28,,Mensal,123.4,Zona Leste,Spinning,35,5.06,True,0,False,False,False,False,False,Ativo,64,2.1,False,259.14,2025-10,35-44,Alto,False,False,False,False
437,2024-02-11,2024-05-22,Mensal,129.9,Zona Oeste,Musculacao,33,4.59,True,17,False,False,False,False,True,Cancelado,101,3.32,False,431.27,2024-02,25-34,Alto,False,False,False,False
438,2024-12-10,,Mensal,129.9,Zona Oeste,Musculacao,29,2.02,True,5,False,False,False,False,False,Ativo,386,12.68,False,1647.13,2024-12,25-34,Medio-Digital,False,False,False,False
439,2024-10-04,,Trimestral,109.9,Zona Leste,Spinning,29,4.56,True,62,False,False,True,True,False,Ativo,453,14.88,False,1635.31,2024-10,25-34,Alto,False,False,False,True
440,2024-03-08,,Trimestral,109.9,Zona Leste,Yoga,26,5.15,True,21,False,False,False,False,False,Ativo,663,21.78,False,2393.62,2024-03,25-34,Alto,False,False,False,False
441,2025-09-03,2025-11-04,Anual,80.91,Zona Leste,Spinning,26,5.65,True,20,False,False,False,False,True,Cancelado,62,2.04,False,165.06,2025-09,25-34,Alto,False,False,False,False
442,2025-07-14,,Mensal,123.4,Zona Oeste,Crossfit,32,3.61,True,16,False,False,False,False,False,Ativo,170,5.58,False,688.57,2025-07,25-34,Alto,False,False,False,False
443,2025-06-08,2025-09-22,Trimestral,109.9,Zona Leste,Musculacao,33,3.76,True,15,False,False,False,False,True,Cancelado,106,3.48,False,382.45,2025-06,25-34,Alto,False,False,False,False
444,2025-03-19,2025-04-30,Mensal,129.9,Zona Leste,Spinning,39,3.03,False,0,False,False,False,False,True,Cancelado,42,1.38,True,179.26,2025-03,35-44,Medio-Presencial,False,False,False,False
445,2025-02-25,2025-04-28,Mensal,129.9,Centro,Musculacao,29,3.19,True,0,False,False,False,False,True,Cancelado,62,2.04,False,265.0,2025-02,25-34,Alto,False,False,False,False
446,2024-09-23,,Trimestral,109.9,Centro,Musculacao,21,7.0,True,23,False,False,False,False,False,Ativo,464,15.24,False,1674.88,2024-09,16-24,Alto,False,False,False,False
447,2025-04-23,2025-06-10,Anual,85.4,Zona Leste,Musculacao,29,3.8,True,12,False,False,False,False,True,Cancelado,48,1.58,True,134.93,2025-04,25-34,Alto,False,False,False,False
448,2025-11-13,2025-12-28,Trimestral,98.91,Centro,Crossfit,34,2.36,False,0,False,False,False,False,True,Cancelado,45,1.48,True,146.39,2025-11,25-34,Baixo,False,False,False,False
449,2024-06-24,,Mensal,129.9,Zona Leste,Funcional,36,3.65,True,19,False,False,False,False,False,Ativo,555,18.23,False,2368.08,2024-06,35-44,Alto,False,False,False,False
451,2024-03-17,,Mensal,129.9,Centro,Funcional,25,4.99,True,14,False,False,False,False,False,Ativo,654,21.48,False,2790.25,2024-03,25-34,Alto,False,False,False,False
452,2025-09-27,,Anual,89.9,Zona Leste,Yoga,31,2.32,True,8,False,False,False,False,False,Ativo,95,3.12,False,280.49,2025-09,25-34,Medio-Digital,False,False,False,False
453,2025-01-06,,Trimestral,109.9,Zona Oeste,Crossfit,37,6.41,True,27,False,False,False,False,False,Ativo,359,11.79,False,1295.72,2025-01,35-44,Alto,False,False,False,False
454,2025-02-18,,Mensal,129.9,Centro,Funcional,32,4.42,True,18,False,False,False,False,False,Ativo,316,10.38,False,1348.36,2025-02,25-34,Alto,False,False,False,False
455,2024-07-05,2024-11-25,Mensal,129.9,Centro,Musculacao,26,5.99,True,24,False,False,False,False,True,Cancelado,143,4.7,False,610.53,2024-07,25-34,Alto,False,False,False,False
456,2024-01-26,2024-05-17,Mensal,129.9,Centro,Musculacao,34,1.42,False,0,False,False,False,False,True,Cancelado,112,3.68,False,478.03,2024-01,25-34,Baixo,False,False,False,False
457,2025-07-17,,Anual,89.9,Zona Oeste,Funcional,26,5.74,True,0,False,False,False,False,False,Ativo,167,5.49,False,493.55,2025-07,25-34,Alto,False,False,False,False
458,2025-08-25,,Mensal,123.4,Zona Leste,Yoga,20,1.72,True,8,False,False,False,False,False,Ativo,128,4.2,False,518.28,2025-08,16-24,Medio-Digital,False,False,False,False
459,2024-08-26,,Trimestral,109.9,Centro,Spinning,36,2.94,True,8,False,False,False,False,False,Ativo,492,16.16,False,1775.98,2024-08,35-44,Medio-Digital,False,False,False,False
460,2025-06-17,,Trimestral,104.4,Zona Oeste,Musculacao,23,4.74,True,15,False,False,False,False,False,Ativo,197,6.47,False,675.47,2025-06,16-24,Alto,False,False,False,False
461,2025-02-04,,Trimestral,109.9,Zona Oeste,Musculacao,20,1.88,True,7,False,False,False,False,False,Ativo,330,10.84,False,1191.32,2025-02,16-24,Medio-Digital,False,False,False,False
462,2025-03-25,,Mensal,129.9,Zona Leste,Spinning,38,2.33,True,37,False,False,False,False,False,Ativo,281,9.23,False,1198.98,2025-03,35-44,Medio-Digital,False,False,False,False
463,2024-04-30,2024-05-19,Anual,89.9,Zona Oeste,Yoga,39,1.95,True,9,False,False,False,False,True,Cancelado,19,0.62,True,55.74,2024-04,35-44,Medio-Digital,False,False,False,False
464,2025-03-06,,Mensal,314.66,Zona Leste,Musculacao,22,4.43,True,16,False,True,False,True,False,Ativo,300,9.86,False,3102.55,2025-03,16-24,Alto,False,False,False,True
465,2024-04-22,,Trimestral,109.9,Zona Oeste,Funcional,29,2.25,True,11,False,False,False,False,False,Ativo,618,20.3,False,2230.97,2024-04,25-34,Medio-Digital,False,False,False,False
466,2024-06-02,,Trimestral,109.9,Zona Leste,Yoga,31,3.39,True,12,False,False,False,False,False,Ativo,577,18.96,False,2083.7,2024-06,25-34,Alto,False,False,False,False
467,2024-09-06,,Trimestral,109.9,Zona Oeste,Crossfit,27,4.07,True,14,False,False,False,False,False,Ativo,481,15.8,False,1736.42,2024-09,25-34,Alto,False,False,False,False
468,2024-05-30,,Anual,80.91,Centro,Musculacao,36,4.18,True,16,False,False,False,False,False,Ativo,580,19.05,False,1541.34,2024-05,35-44,Alto,False,False,False,False
469,2025-09-28,,Mensal,129.9,Zona Oeste,Crossfit,41,3.46,True,16,False,False,False,False,False,Ativo,94,3.09,False,401.39,2025-09,35-44,Alto,False,False,False,False
470,2024-01-21,,Mensal,129.9,Zona Oeste,Funcional,24,3.46,True,14,False,False,False,False,False,Ativo,710,23.32,False,3029.27,2024-01,16-24,Alto,False,False,False,False
471,2025-09-24,2025-11-15,Mensal,123.4,Zona Leste,Yoga,44,1.46,False,0,False,False,False,False,True,Cancelado,52,1.71,True,211.01,2025-09,35-44,Baixo,False,False,False,False
472,2024-04-17,,Mensal,129.9,Centro,Musculacao,44,2.76,True,11,False,False,False,False,False,Ativo,623,20.47,False,2659.05,2024-04,35-44,Medio-Digital,False,False,False,False
